gids,downloaded
0021700832,0
0021800332,0
0021800759,0
0021201005,0
0021401230,0
0021400940,0
0021200672,0
0021800250,0
0021501007,0
0021200535,0
0021200541,0
0021200937,0
0021500844,0
0021400219,0
0021501204,0
0021500334,0
0021400457,0
0021300201,0
0021400609,0
0021700749,0
0021400865,0
0021500486,0
0021501187,0
0021800369,0
0021200492,0
0021501134,0
0021800959,0
0021500444,0
0021800875,0
0021500351,0
0021401172,0
0021700596,0
0021201146,0
0021201199,0
0021300601,0
0021200804,0
0021500321,0
0021300596,0
0021400620,0
0021400428,0
0021400565,0
0021300821,0
0021500293,0
0021400295,0
0021200385,0
0021200290,0
0021801145,0
0021300064,0
0021801080,0
0021800435,0
0021800283,0
0021700827,0
0021500953,0
0021500644,0
0021300963,0
0021800061,0
0021200545,0
0021800399,0
0021800395,0
0021300484,0
0021400781,0
0021400110,0
0021501181,0
0021401005,0
0021400035,0
0021200412,0
0021801215,0
0021301229,0
0021500355,0
0021300694,0
0021700295,0
0021400312,0
0021400477,0
0021700381,0
0021400289,0
0021400978,0
0021200438,0
0021300035,0
0021700805,0
0021400417,0
0021500234,0
0021400372,0
0021800965,0
0021400662,0
0021300029,0
0021800734,0
0021201122,0
0021400109,0
0021700774,0
0021301130,0
0021400206,0
0021200573,0
0021701053,0
0021800033,0
0021700309,0
0021800629,0
0021300256,0
0021500202,0
0021700433,0
0021401097,0
0021400264,0
0021501015,0
0021700514,0
0021400542,0
0021800523,0
0021800702,0
0021300841,0
0021701226,0
0021500942,0
0021400267,0
0021200858,0
0021800938,0
0021700470,0
0021200806,0
0021300216,0
0021500078,0
0021200873,0
0021700290,0
0021500771,0
0021400604,0
0021500224,0
0021300418,0
0021700047,0
0021701151,0
0021201206,0
0021700539,0
0021501010,0
0021300952,0
0021300955,0
0021200217,0
0021700094,0
0021201217,0
0021300567,0
0021200638,0
0021700723,0
0021400913,0
0021401200,0
0021301204,0
0021700858,0
0021300284,0
0021500298,0
0021800940,0
0021200799,0
0021200463,0
0021200338,0
0021200394,0
0021400852,0
0021700896,0
0021300926,0
0021800436,0
0021200258,0
0021800615,0
0021700464,0
0021800085,0
0021700517,0
0021500957,0
0021500367,0
0021700953,0
0021800459,0
0021400623,0
0021800335,0
0021800686,0
0021500049,0
0021800705,0
0021400134,0
0021501064,0
0021700752,0
0021400955,0
0021500229,0
0021500048,0
0021200625,0
0021500145,0
0021800039,0
0021201044,0
0021500237,0
0021800098,0
0021500819,0
0021400975,0
0021700768,0
0021700083,0
0021500409,0
0021800367,0
0021400641,0
0021700153,0
0021800825,0
0021200232,0
0021300717,0
0021400432,0
0021200489,0
0021800437,0
0021200575,0
0021201074,0
0021400065,0
0021200028,0
0021500255,0
0021300381,0
0021800125,0
0021701174,0
0021500430,0
0021400749,0
0021800775,0
0021500899,0
0021800461,0
0021800678,0
0021301035,0
0021500524,0
0021800341,0
0021700210,0
0021800557,0
0021200506,0
0021400733,0
0021500281,0
0021200332,0
0021700150,0
0021801072,0
0021300048,0
0021700374,0
0021200024,0
0021500280,0
0021200128,0
0021800192,0
0021800065,0
0021700424,0
0021300810,0
0021400998,0
0021800431,0
0021400091,0
0021800999,0
0021800674,0
0021401085,0
0021800665,0
0021700492,0
0021400266,0
0021701054,0
0021700198,0
0021301155,0
0021200735,0
0021400770,0
0021700939,0
0021200341,0
0021701021,0
0021300375,0
0021701083,0
0021801100,0
0021500576,0
0021800215,0
0021800633,0
0021700332,0
0021300147,0
0021401060,0
0021700702,0
0021400408,0
0021200088,0
0021200955,0
0021800476,0
0021800271,0
0021800704,0
0021200825,0
0021800672,0
0021200948,0
0021400208,0
0021700165,0
0021401171,0
0021400431,0
0021500603,0
0021500485,0
0021400588,0
0021300914,0
0021200601,0
0021800546,0
0021700919,0
0021500738,0
0021700773,0
0021200017,0
0021400741,0
0021401147,0
0021200379,0
0021801063,0
0021400156,0
0021501058,0
0021200051,0
0021800595,0
0021500090,0
0021700215,0
0021400223,0
0021300584,0
0021700584,0
0021400518,0
0021800515,0
0021300438,0
0021200174,0
0021201026,0
0021501004,0
0021400108,0
0021400584,0
0021400934,0
0021801220,0
0021800337,0
0021700393,0
0021300714,0
0021800057,0
0021400849,0
0021200529,0
0021200275,0
0021200484,0
0021400191,0
0021701051,0
0021300177,0
0021300376,0
0021300496,0
0021500420,0
0021400163,0
0021701125,0
0021300526,0
0021200755,0
0021301219,0
0021800313,0
0021200035,0
0021200778,0
0021700224,0
0021800238,0
0021500828,0
0021400358,0
0021400971,0
0021301055,0
0021300673,0
0021701050,0
0021401020,0
0021400451,0
0021500111,0
0021400318,0
0021500578,0
0021800387,0
0021200530,0
0021200296,0
0021400875,0
0021300587,0
0021500921,0
0021200928,0
0021300927,0
0021700846,0
0021700970,0
0021300396,0
0021800822,0
0021300909,0
0021201166,0
0021800452,0
0021700068,0
0021401191,0
0021700245,0
0021800797,0
0021300490,0
0021500408,0
0021500990,0
0021201108,0
0021700378,0
0021501184,0
0021701225,0
0021400215,0
0021200957,0
0021400684,0
0021300361,0
0021200044,0
0021200043,0
0021700220,0
0021800142,0
0021801037,0
0021400621,0
0021800082,0
0021500026,0
0021201202,0
0021500366,0
0021200234,0
0021400220,0
0021500001,0
0021300811,0
0021800454,0
0021500783,0
0021800296,0
0021700944,0
0021401197,0
0021400072,0
0021500977,0
0021200163,0
0021300652,0
0021200421,0
0021700825,0
0021500611,0
0021200466,0
0021200098,0
0021800472,0
0021200538,0
0021700776,0
0021500811,0
0021301147,0
0021301049,0
0021800781,0
0021300038,0
0021700365,0
0021300642,0
0021500708,0
0021400506,0
0021500475,0
0021401193,0
0021800259,0
0021300081,0
0021201177,0
0021801177,0
0021500638,0
0021800794,0
0021400198,0
0021500411,0
0021400058,0
0021701204,0
0021201169,0
0021400642,0
0021801170,0
0021800675,0
0021200206,0
0021500693,0
0021300217,0
0021201017,0
0021700028,0
0021401144,0
0021700288,0
0021500206,0
0021501178,0
0021800384,0
0021301189,0
0021300135,0
0021200335,0
0021500652,0
0021200370,0
0021500337,0
0021701044,0
0021500458,0
0021401035,0
0021800145,0
0021700828,0
0021400257,0
0021700013,0
0021500083,0
0021700647,0
0021500226,0
0021700363,0
0021300990,0
0021200475,0
0021300706,0
0021800627,0
0021700260,0
0021800013,0
0021500302,0
0021801046,0
0021700527,0
0021300672,0
0021800932,0
0021400245,0
0021301007,0
0021500397,0
0021801158,0
0021501217,0
0021701217,0
0021401218,0
0021200785,0
0021500815,0
0021500189,0
0021200880,0
0021200827,0
0021300011,0
0021700619,0
0021200555,0
0021700871,0
0021500631,0
0021700392,0
0021200916,0
0021500636,0
0021300506,0
0021800011,0
0021400979,0
0021301010,0
0021801000,0
0021200264,0
0021400062,0
0021300155,0
0021401039,0
0021500154,0
0021200836,0
0021200090,0
0021800660,0
0021800901,0
0021200075,0
0021800850,0
0021801099,0
0021400401,0
0021700625,0
0021301111,0
0021200306,0
0021301163,0
0021300512,0
0021401087,0
0021400897,0
0021800903,0
0021200670,0
0021400760,0
0021300310,0
0021200223,0
0021401157,0
0021200517,0
0021501033,0
0021500684,0
0021301081,0
0021500802,0
0021501229,0
0021201183,0
0021401195,0
0021400310,0
0021700582,0
0021700021,0
0021801039,0
0021401040,0
0021400293,0
0021500758,0
0021501132,0
0021400916,0
0021401143,0
0021500852,0
0021200919,0
0021401124,0
0021200731,0
0021800596,0
0021200005,0
0021400942,0
0021200165,0
0021700395,0
0021200105,0
0021300807,0
0021500379,0
0021400508,0
0021200890,0
0021400088,0
0021701121,0
0021700350,0
0021500776,0
0021800814,0
0021200979,0
0021800373,0
0021300346,0
0021400214,0
0021200565,0
0021401119,0
0021300740,0
0021500761,0
0021700482,0
0021800658,0
0021500249,0
0021200700,0
0021500998,0
0021800993,0
0021400860,0
0021500973,0
0021701097,0
0021800743,0
0021200433,0
0021800871,0
0021300833,0
0021700033,0
0021300586,0
0021200298,0
0021400399,0
0021700015,0
0021200084,0
0021500618,0
0021700838,0
0021800722,0
0021801029,0
0021500095,0
0021701205,0
0021201210,0
0021800031,0
0021300071,0
0021300110,0
0021400254,0
0021300034,0
0021400967,0
0021300099,0
0021700763,0
0021800509,0
0021200193,0
0021700618,0
0021400593,0
0021700679,0
0021400199,0
0021700589,0
0021800323,0
0021500415,0
0021700391,0
0021500057,0
0021301220,0
0021500562,0
0021200546,0
0021300270,0
0021300974,0
0021300258,0
0021201069,0
0021800045,0
0021800928,0
0021200655,0
0021200503,0
0021700039,0
0021701222,0
0021300611,0
0021800681,0
0021301123,0
0021200317,0
0021500812,0
0021300539,0
0021700262,0
0021300951,0
0021201181,0
0021400616,0
0021200243,0
0021500461,0
0021700595,0
0021300255,0
0021801109,0
0021400883,0
0021800392,0
0021800078,0
0021800237,0
0021700334,0
0021300758,0
0021300535,0
0021400962,0
0021801119,0
0021500633,0
0021500768,0
0021500013,0
0021700718,0
0021300322,0
0021300696,0
0021700318,0
0021800190,0
0021700726,0
0021200355,0
0021700553,0
0021400241,0
0021800336,0
0021700746,0
0021201200,0
0021200642,0
0021701172,0
0021500476,0
0021800269,0
0021500843,0
0021200469,0
0021300348,0
0021301119,0
0021700844,0
0021400862,0
0021300775,0
0021501095,0
0021300354,0
0021501118,0
0021501125,0
0021200034,0
0021401175,0
0021700149,0
0021700750,0
0021500232,0
0021800816,0
0021801105,0
0021301019,0
0021201124,0
0021800029,0
0021300803,0
0021501079,0
0021300026,0
0021500702,0
0021300182,0
0021500190,0
0021800477,0
0021200447,0
0021200973,0
0021500169,0
0021800191,0
0021400832,0
0021801131,0
0021200022,0
0021800506,0
0021800782,0
0021801180,0
0021200580,0
0021800821,0
0021300391,0
0021200850,0
0021800170,0
0021801189,0
0021700575,0
0021301127,0
0021200470,0
0021700069,0
0021400530,0
0021300374,0
0021200171,0
0021300163,0
0021301052,0
0021200061,0
0021501054,0
0021301108,0
0021700503,0
0021500614,0
0021201195,0
0021400736,0
0021300837,0
0021700004,0
0021300259,0
0021701013,0
0021800247,0
0021801184,0
0021700115,0
0021300678,0
0021300480,0
0021801135,0
0021800680,0
0021200144,0
0021201066,0
0021700812,0
0021500606,0
0021500624,0
0021700139,0
0021700172,0
0021400790,0
0021800723,0
0021401106,0
0021300582,0
0021200691,0
0021400943,0
0021700065,0
0021400889,0
0021401042,0
0021300117,0
0021200369,0
0021401077,0
0021401126,0
0021400753,0
0021700049,0
0021400139,0
0021700040,0
0021300784,0
0021300180,0
0021500948,0
0021200718,0
0021800935,0
0021701117,0
0021701101,0
0021400958,0
0021400021,0
0021300289,0
0021400585,0
0021200337,0
0021301022,0
0021800064,0
0021200042,0
0021200527,0
0021400187,0
0021200696,0
0021500587,0
0021200953,0
0021400899,0
0021500726,0
0021400831,0
0021200362,0
0021500296,0
0021200500,0
0021500608,0
0021200074,0
0021500729,0
0021501160,0
0021201058,0
0021500493,0
0021401219,0
0021700877,0
0021700532,0
0021200384,0
0021700058,0
0021801094,0
0021400885,0
0021501213,0
0021300106,0
0021200429,0
0021500901,0
0021300210,0
0021500879,0
0021700281,0
0021301084,0
0021201115,0
0021400472,0
0021300365,0
0021500199,0
0021800136,0
0021500700,0
0021800234,0
0021200754,0
0021401044,0
0021200588,0
0021800625,0
0021801004,0
0021701157,0
0021200965,0
0021700983,0
0021800195,0
0021300692,0
0021300218,0
0021700560,0
0021800285,0
0021500335,0
0021400813,0
0021800374,0
0021200304,0
0021501067,0
0021400656,0
0021801017,0
0021800882,0
0021200807,0
0021200480,0
0021801209,0
0021700734,0
0021800863,0
0021500820,0
0021200663,0
0021401047,0
0021301165,0
0021500347,0
0021400497,0
0021800223,0
0021200307,0
0021801053,0
0021301197,0
0021700426,0
0021800687,0
0021700348,0
0021200314,0
0021500604,0
0021800740,0
0021201203,0
0021700459,0
0021800503,0
0021500008,0
0021500997,0
0021800086,0
0021300378,0
0021700594,0
0021800181,0
0021800667,0
0021400904,0
0021500312,0
0021401009,0
0021800923,0
0021500231,0
0021200363,0
0021500617,0
0021200239,0
0021700286,0
0021300577,0
0021700729,0
0021300700,0
0021800233,0
0021400543,0
0021801168,0
0021200784,0
0021500967,0
0021200357,0
0021500064,0
0021500010,0
0021500172,0
0021701196,0
0021300908,0
0021800324,0
0021200285,0
0021700853,0
0021501122,0
0021800894,0
0021801049,0
0021400211,0
0021700255,0
0021400230,0
0021700155,0
0021300111,0
0021700444,0
0021400186,0
0021801216,0
0021300715,0
0021300492,0
0021300928,0
0021400715,0
0021401207,0
0021300412,0
0021400825,0
0021400557,0
0021400205,0
0021300067,0
0021500080,0
0021701169,0
0021300154,0
0021800450,0
0021400394,0
0021300607,0
0021301031,0
0021400578,0
0021700633,0
0021200215,0
0021500425,0
0021700406,0
0021400396,0
0021500113,0
0021701195,0
0021200216,0
0021401065,0
0021201220,0
0021800848,0
0021801035,0
0021700315,0
0021800543,0
0021800554,0
0021800129,0
0021200036,0
0021700545,0
0021200255,0
0021200102,0
0021200986,0
0021300060,0
0021501193,0
0021700537,0
0021401028,0
0021201002,0
0021800112,0
0021200312,0
0021500274,0
0021500897,0
0021501048,0
0021700423,0
0021701002,0
0021300061,0
0021700960,0
0021401023,0
0021700911,0
0021700815,0
0021800446,0
0021401155,0
0021300911,0
0021800742,0
0021200665,0
0021401167,0
0021300161,0
0021700329,0
0021700778,0
0021500769,0
0021400194,0
0021800049,0
0021300265,0
0021300358,0
0021200551,0
0021200248,0
0021400076,0
0021300771,0
0021200159,0
0021400278,0
0021400430,0
0021400647,0
0021300461,0
0021700528,0
0021200004,0
0021200032,0
0021400367,0
0021700327,0
0021300659,0
0021301214,0
0021700669,0
0021200906,0
0021800207,0
0021300126,0
0021800362,0
0021200309,0
0021800719,0
0021401181,0
0021400551,0
0021300874,0
0021800718,0
0021700772,0
0021500027,0
0021300604,0
0021500042,0
0021200903,0
0021301164,0
0021500141,0
0021200841,0
0021500073,0
0021800169,0
0021800505,0
0021301150,0
0021701001,0
0021300468,0
0021400722,0
0021401081,0
0021801202,0
0021200954,0
0021200386,0
0021800613,0
0021400828,0
0021400249,0
0021800038,0
0021401223,0
0021701066,0
0021400325,0
0021400380,0
0021800483,0
0021500555,0
0021700550,0
0021800210,0
0021401134,0
0021801058,0
0021800779,0
0021500271,0
0021500429,0
0021400844,0
0021201171,0
0021400881,0
0021800197,0
0021200911,0
0021400811,0
0021500986,0
0021400949,0
0021400116,0
0021300540,0
0021800137,0
0021500407,0
0021501227,0
0021400846,0
0021201225,0
0021200152,0
0021400393,0
0021400283,0
0021300402,0
0021301206,0
0021501162,0
0021701062,0
0021300316,0
0021400296,0
0021500572,0
0021800587,0
0021301143,0
0021801114,0
0021500114,0
0021200334,0
0021200877,0
0021401080,0
0021800172,0
0021400368,0
0021800745,0
0021200381,0
0021700238,0
0021400113,0
0021200190,0
0021800796,0
0021300004,0
0021401215,0
0021801117,0
0021500834,0
0021200707,0
0021700032,0
0021200975,0
0021400236,0
0021500759,0
0021301183,0
0021400991,0
0021200060,0
0021500917,0
0021401198,0
0021201148,0
0021500459,0
0021700829,0
0021700740,0
0021300098,0
0021300219,0
0021700781,0
0021800824,0
0021500260,0
0021500785,0
0021700027,0
0021701130,0
0021800776,0
0021200383,0
0021801212,0
0021300937,0
0021800541,0
0021800527,0
0021500494,0
0021801104,0
0021800402,0
0021200395,0
0021200267,0
0021501197,0
0021300206,0
0021800151,0
0021201211,0
0021700544,0
0021800068,0
0021700562,0
0021401162,0
0021700822,0
0021400126,0
0021500061,0
0021701210,0
0021300214,0
0021200233,0
0021200667,0
0021700430,0
0021500100,0
0021800327,0
0021701124,0
0021400041,0
0021700362,0
0021800164,0
0021300906,0
0021700538,0
0021200325,0
0021700758,0
0021201174,0
0021400461,0
0021200741,0
0021800778,0
0021400413,0
0021500125,0
0021200068,0
0021500960,0
0021801113,0
0021500800,0
0021800684,0
0021800516,0
0021700050,0
0021300628,0
0021300151,0
0021400692,0
0021500427,0
0021500179,0
0021401022,0
0021300261,0
0021500428,0
0021301083,0
0021200208,0
0021801025,0
0021300451,0
0021301089,0
0021700972,0
0021701065,0
0021500896,0
0021500326,0
0021400558,0
0021301057,0
0021300092,0
0021801054,0
0021701206,0
0021800447,0
0021300812,0
0021700023,0
0021501144,0
0021500904,0
0021301094,0
0021800411,0
0021801093,0
0021201137,0
0021300052,0
0021400568,0
0021500082,0
0021800951,0
0021201118,0
0021200108,0
0021300100,0
0021400027,0
0021500719,0
0021401041,0
0021301087,0
0021400900,0
0021800273,0
0021300616,0
0021400483,0
0021301121,0
0021500723,0
0021800870,0
0021200613,0
0021500821,0
0021301128,0
0021700448,0
0021500329,0
0021500913,0
0021400089,0
0021200110,0
0021701027,0
0021400810,0
0021701006,0
0021800555,0
0021800731,0
0021800105,0
0021700850,0
0021300641,0
0021200736,0
0021301033,0
0021300275,0
0021400577,0
0021200069,0
0021300233,0
0021300595,0
0021300537,0
0021800783,0
0021801213,0
0021500220,0
0021200134,0
0021200859,0
0021500528,0
0021200623,0
0021700101,0
0021800312,0
0021200047,0
0021200982,0
0021700902,0
