gids,downloaded
0021700473,0
0021300653,0
0021301216,0
0021200949,0
0021501047,0
0021800412,0
0021700671,0
0021701031,0
0021500377,0
0021400590,0
0021401211,0
0021500344,0
0021700905,0
0021701132,0
0021500690,0
0021300315,0
0021200205,0
0021500885,0
0021300171,0
0021200901,0
0021200874,0
0021400458,0
0021800630,0
0021400466,0
0021200238,0
0021400627,0
0021400808,0
0021300309,0
0021700246,0
0021800964,0
0021700918,0
0021500610,0
0021400426,0
0021500640,0
0021400067,0
0021401012,0
0021401202,0
0021400376,0
0021400541,0
0021300782,0
0021800310,0
0021400026,0
0021400924,0
0021200073,0
0021300373,0
0021201197,0
0021700097,0
0021700991,0
0021800143,0
0021300138,0
0021700475,0
0021700253,0
0021400669,0
0021500971,0
0021701108,0
0021701141,0
0021701022,0
0021500473,0
0021700893,0
0021300521,0
0021500872,0
0021300649,0
0021400470,0
0021501045,0
0021500766,0
0021300095,0
0021700468,0
0021400505,0
0021700843,0
0021400670,0
0021800126,0
0021200420,0
0021500980,0
0021300762,0
0021800228,0
0021500439,0
0021301211,0
0021700408,0
0021400184,0
0021400637,0
0021700579,0
0021300046,0
0021800491,0
0021800726,0
0021400222,0
0021500448,0
0021700060,0
0021700929,0
0021200844,0
0021200230,0
0021500814,0
0021400092,0
0021300985,0
0021501154,0
0021200436,0
0021200724,0
0021200991,0
0021300199,0
0021200479,0
0021301129,0
0021200829,0
0021200862,0
0021501212,0
0021800924,0
0021800168,0
0021700485,0
0021500903,0
0021700903,0
0021200406,0
0021400460,0
0021200080,0
0021701155,0
0021500749,0
0021400440,0
0021700057,0
0021700476,0
0021201119,0
0021800547,0
0021400562,0
0021300622,0
0021800992,0
0021700874,0
0021300449,0
0021801161,0
0021800788,0
0021400549,0
0021401137,0
0021501228,0
0021800892,0
0021800709,0
0021700836,0
0021300415,0
0021201204,0
0021400300,0
0021800372,0
0021200129,0
0021300247,0
0021301138,0
0021300698,0
0021500565,0
0021800953,0
0021400829,0
0021400874,0
0021800282,0
0021200768,0
0021400512,0
0021800342,0
0021500907,0
0021700284,0
0021400850,0
0021700861,0
0021200168,0
0021300419,0
0021400195,0
0021800513,0
0021300107,0
0021700678,0
0021700705,0
0021500976,0
0021500837,0
0021800695,0
0021200164,0
0021700833,0
0021400618,0
0021500088,0
0021201196,0
0021800328,0
0021200007,0
0021700300,0
0021400592,0
0021400157,0
0021300432,0
0021200121,0
0021700952,0
0021300478,0
0021300157,0
0021400439,0
0021800289,0
0021501020,0
0021400090,0
0021500648,0
0021700709,0
0021301013,0
0021700519,0
0021700956,0
0021501107,0
0021500093,0
0021700088,0
0021300288,0
0021300849,0
0021800080,0
0021800714,0
0021800360,0
0021200894,0
0021501157,0
0021401183,0
0021400374,0
0021500012,0
0021500418,0
0021300501,0
0021400599,0
0021700632,0
0021500560,0
0021700661,0
0021801163,0
0021400837,0
0021500198,0
0021700277,0
0021800017,0
0021800407,0
0021700403,0
0021400304,0
0021400552,0
0021500791,0
0021300231,0
0021400685,0
0021400228,0
0021800844,0
0021701102,0
0021501089,0
0021500205,0
0021801081,0
0021300459,0
0021700869,0
0021800757,0
0021300933,0
0021700010,0
0021400920,0
0021400950,0
0021500320,0
0021200851,0
0021200664,0
0021700982,0
0021300264,0
0021800801,0
0021800132,0
0021200831,0
0021301131,0
0021400243,0
0021500219,0
0021700313,0
0021300979,0
0021800206,0
0021701049,0
0021800845,0
0021200519,0
0021400771,0
0021700357,0
0021700030,0
0021400710,0
0021501120,0
0021300903,0
0021800154,0
0021700438,0
0021400453,0
0021400694,0
0021700785,0
0021201036,0
0021500632,0
0021500454,0
0021700491,0
0021500272,0
0021800632,0
0021700770,0
0021801148,0
0021200904,0
0021700954,0
0021500517,0
0021500588,0
0021500222,0
0021300416,0
0021700999,0
0021201187,0
0021300668,0
0021800773,0
0021500664,0
0021200053,0
0021201159,0
0021200715,0
0021500185,0
0021700194,0
0021700986,0
0021300203,0
0021500961,0
0021200247,0
0021300414,0
0021700183,0
0021200528,0
0021500670,0
0021301113,0
0021700783,0
0021700639,0
0021300630,0
0021800540,0
0021700364,0
0021801061,0
0021400377,0
0021800922,0
0021700479,0
0021300240,0
0021500536,0
0021800162,0
0021800004,0
0021300267,0
0021800453,0
0021201179,0
0021700435,0
0021400672,0
0021701189,0
0021200583,0
0021800401,0
0021400868,0
0021300220,0
0021500356,0
0021400159,0
0021500451,0
0021200846,0
0021800580,0
0021500440,0
0021701223,0
0021301082,0
0021400051,0
0021501036,0
0021700489,0
0021800353,0
0021700713,0
0021300822,0
0021200964,0
0021401201,0
0021400990,0
0021500210,0
0021801169,0
0021701087,0
0021301132,0
0021700449,0
0021200686,0
0021200594,0
0021700921,0
0021500310,0
0021200708,0
0021200723,0
0021800563,0
0021800826,0
0021501117,0
0021500743,0
0021501109,0
0021700142,0
0021400303,0
0021400610,0
0021200912,0
0021200748,0
0021700885,0
0021401114,0
0021200277,0
0021400250,0
0021300313,0
0021500912,0
0021501075,0
0021201205,0
0021200646,0
0021700235,0
0021200173,0
0021301137,0
0021800060,0
0021200918,0
0021301201,0
0021500180,0
0021400362,0
0021300470,0
0021501127,0
0021801187,0
0021800456,0
0021500786,0
0021300440,0
0021400006,0
0021800790,0
0021300619,0
0021300797,0
0021800492,0
0021500774,0
0021500341,0
0021800267,0
0021801138,0
0021501078,0
0021700293,0
0021800786,0
0021200125,0
0021800297,0
0021801082,0
0021200194,0
0021400630,0
0021800960,0
0021201023,0
0021201182,0
0021400814,0
0021700369,0
0021200279,0
0021401173,0
0021701067,0
0021200896,0
0021200683,0
0021500525,0
0021500047,0
0021800942,0
0021300410,0
0021300550,0
0021300342,0
0021300093,0
0021201155,0
0021501098,0
0021800561,0
0021500269,0
0021800480,0
0021800644,0
0021700031,0
0021200197,0
0021300674,0
0021400317,0
0021400443,0
0021300564,0
0021700008,0
0021700420,0
0021201113,0
0021200107,0
0021500900,0
0021300839,0
0021301076,0
0021800116,0
0021500086,0
0021801143,0
0021201116,0
0021500431,0
0021700105,0
0021801207,0
0021400655,0
0021300207,0
0021800941,0
0021700624,0
0021300854,0
0021800500,0
0021300971,0
0021200792,0
0021700093,0
0021400845,0
0021700223,0
0021500779,0
0021201184,0
0021700611,0
0021500832,0
0021800246,0
0021700116,0
0021800067,0
0021200266,0
0021500285,0
0021200876,0
0021700184,0
0021700932,0
0021801152,0
0021300772,0
0021200140,0
0021501145,0
0021201216,0
0021800891,0
0021500215,0
0021200599,0
0021501224,0
0021700379,0
0021800638,0
0021201082,0
0021300517,0
0021401214,0
0021400632,0
0021801154,0
0021701156,0
0021500346,0
0021801062,0
0021300359,0
0021700997,0
0021800276,0
0021200943,0
0021800707,0
0021800818,0
0021300129,0
0021800087,0
0021700167,0
0021300485,0
0021700404,0
0021800594,0
0021200729,0
0021300062,0
0021201011,0
0021200843,0
0021200864,0
0021400931,0
0021800028,0
0021400688,0
0021700682,0
0021800465,0
0021300058,0
0021801057,0
0021801162,0
0021401120,0
0021201154,0
0021300266,0
0021501092,0
0021500368,0
0021700860,0
0021200281,0
0021500519,0
0021500939,0
0021200602,0
0021401206,0
0021501136,0
0021300870,0
0021300959,0
0021700297,0
0021300571,0
0021300077,0
0021401113,0
0021700767,0
0021200176,0
0021300078,0
0021400301,0
0021500156,0
0021200809,0
0021300671,0
0021401052,0
0021300563,0
0021500315,0
0021701029,0
0021300744,0
0021300362,0
0021200794,0
0021500216,0
0021501167,0
0021200453,0
0021500209,0
0021400371,0
0021700973,0
0021200118,0
0021400049,0
0021500951,0
0021400727,0
0021300791,0
0021500564,0
0021800306,0
0021500584,0
0021401152,0
0021800868,0
0021400246,0
0021300834,0
0021300982,0
0021800485,0
0021700046,0
0021300156,0
0021700870,0
0021500098,0
0021700933,0
0021500947,0
0021301047,0
0021300009,0
0021301122,0
0021300790,0
0021700556,0
0021700458,0
0021800562,0
0021701086,0
0021300447,0
0021500176,0
0021500081,0
0021300947,0
0021401064,0
0021800916,0
0021201139,0
0021201125,0
0021500969,0
0021700685,0
0021500991,0
0021800343,0
0021401204,0
0021200426,0
0021201039,0
0021801108,0
0021700824,0
0021400038,0
0021300222,0
0021500097,0
0021800884,0
0021500155,0
0021200185,0
0021300114,0
0021400164,0
0021500034,0
0021800961,0
0021800391,0
0021200399,0
0021501218,0
0021800559,0
0021500547,0
0021400668,0
0021701048,0
0021400886,0
0021400276,0
0021700992,0
0021300629,0
0021500522,0
0021300379,0
0021701038,0
0021201091,0
0021501030,0
0021200440,0
0021800281,0
0021800066,0
0021700958,0
0021300618,0
0021400001,0
0021301145,0
0021300019,0
0021700873,0
0021701014,0
0021500850,0
0021200091,0
0021800968,0
0021400547,0
0021201226,0
0021400762,0
0021400822,0
0021201164,0
0021701171,0
0021300213,0
0021800350,0
0021800009,0
0021500910,0
0021300336,0
0021400560,0
0021700499,0
0021300179,0
0021700606,0
0021700704,0
0021400847,0
0021200945,0
0021800907,0
0021401205,0
0021400144,0
0021301167,0
0021401184,0
0021800414,0
0021300675,0
0021400917,0
0021201033,0
0021200326,0
0021300528,0
0021400903,0
0021400866,0
0021301213,0
0021301191,0
0021300499,0
0021200650,0
0021300351,0
0021200685,0
0021300523,0
0021501220,0
0021400147,0
0021500336,0
0021700346,0
0021700377,0
0021300333,0
0021500434,0
0021701046,0
0021400559,0
0021300239,0
0021500736,0
0021300579,0
0021701173,0
0021800030,0
0021800878,0
0021800455,0
0021400700,0
0021700341,0
0021200178,0
0021200413,0
0021400765,0
0021400120,0
0021800659,0
0021500922,0
0021800581,0
0021200845,0
0021300006,0
0021700340,0
0021500187,0
0021400291,0
0021800677,0
0021300494,0
0021300090,0
0021400438,0
0021801136,0
0021800853,0
0021500883,0
0021800544,0
0021300285,0
0021500601,0
0021800175,0
0021201047,0
0021700415,0
0021200010,0
0021400676,0
0021400757,0
0021700319,0
0021800016,0
0021400930,0
0021201103,0
0021700502,0
0021501041,0
0021700170,0
0021400716,0
0021701056,0
0021500022,0
0021200423,0
0021300509,0
0021301045,0
0021700605,0
0021500714,0
0021500030,0
0021700352,0
0021700585,0
0021401129,0
0021700795,0
0021201111,0
0021400140,0
0021400435,0
0021300172,0
0021800693,0
0021200478,0
0021400939,0
0021501063,0
0021300065,0
0021700826,0
0021500358,0
0021500551,0
0021200648,0
0021500822,0
0021200207,0
0021400778,0
0021400648,0
0021800805,0
0021401078,0
0021500989,0
0021800529,0
0021500831,0
0021700693,0
0021200195,0
0021400045,0
0021400536,0
0021800211,0
0021200200,0
0021700891,0
0021700481,0
0021300010,0
0021400575,0
0021300532,0
0021500460,0
0021200811,0
0021401142,0
0021400801,0
0021800471,0
0021500470,0
0021301014,0
0021400929,0
0021300134,0
0021400818,0
0021300769,0
0021200990,0
0021800153,0
0021800770,0
0021300938,0
0021800623,0
0021400210,0
0021300031,0
0021200805,0
0021700631,0
0021200709,0
0021400838,0
0021700725,0
0021800114,0
0021800364,0
0021400356,0
0021201142,0
0021200779,0
0021500695,0
0021300312,0
0021300245,0
0021500077,0
0021800424,0
0021500163,0
0021201097,0
0021800883,0
0021500740,0
0021500236,0
0021800986,0
0021300988,0
0021700241,0
0021500102,0
0021500063,0
0021800842,0
0021300718,0
0021800957,0
0021501071,0
0021500696,0
0021200935,0
0021400171,0
0021400307,0
0021700677,0
0021801107,0
0021800576,0
0021800255,0
0021300125,0
0021500316,0
0021700338,0
0021200077,0
0021300598,0
0021801133,0
0021400167,0
0021300918,0
0021500005,0
0021800490,0
0021500685,0
0021400861,0
0021700089,0
0021500902,0
0021800832,0
0021400555,0
0021300208,0
0021300780,0
0021300144,0
0021200425,0
0021500851,0
0021200706,0
0021501040,0
0021500659,0
0021300241,0
0021500385,0
0021201010,0
0021700807,0
0021200771,0
0021300986,0
0021800720,0
0021700457,0
0021801228,0
0021200976,0
0021400974,0
0021501108,0
0021200786,0
0021800752,0
0021200126,0
0021200522,0
0021700090,0
0021800906,0
0021701166,0
0021500432,0
0021400068,0
0021300281,0
0021800359,0
0021200186,0
0021700240,0
0021300726,0
0021700487,0
0021501214,0
0021800423,0
0021200146,0
0021500508,0
0021400953,0
0021300827,0
0021800390,0
0021301016,0
0021200630,0
0021500479,0
0021700385,0
0021200182,0
0021800111,0
0021500925,0
0021300515,0
0021500182,0
0021200202,0
0021700447,0
0021800917,0
0021800988,0
0021200252,0
0021801167,0
0021800487,0
0021700880,0
0021300303,0
0021200016,0
0021400382,0
0021300477,0
0021400878,0
0021801188,0
0021201052,0
0021300398,0
0021201198,0
0021700376,0
0021800280,0
0021400324,0
0021800321,0
0021500340,0
0021501025,0
0021401220,0
0021700231,0
0021200523,0
0021300944,0
0021300585,0
0021300385,0
0021800147,0
0021800512,0
0021700578,0
0021200722,0
0021400582,0
0021300975,0
0021501070,0
0021401139,0
0021501152,0
0021500732,0
0021400531,0
0021200521,0
0021200439,0
0021801087,0
0021500746,0
0021501099,0
0021200619,0
0021500570,0
0021801206,0
0021800661,0
0021400016,0
0021500164,0
0021700437,0
0021501016,0
0021400475,0
0021500558,0
0021300863,0
0021500309,0
0021400702,0
0021501170,0
0021400060,0
0021800739,0
0021400890,0
0021500571,0
0021801174,0
0021200368,0
0021700691,0
0021501186,0
0021500597,0
0021300295,0
0021200342,0
0021700162,0
0021200987,0
0021400464,0
0021701146,0
0021700546,0
0021500642,0
0021200175,0
0021300995,0
0021301024,0
0021400586,0
0021200424,0
0021400012,0
0021500932,0
0021200720,0
0021700335,0
0021200556,0
0021301115,0
0021300977,0
0021500256,0
0021301200,0
0021300664,0
0021500273,0
0021500620,0
0021200740,0
0021500403,0
0021700276,0
0021800473,0
0021500978,0
0021700816,0
0021800027,0
0021500174,0
0021300875,0
0021501189,0
0021700267,0
0021300190,0
0021200435,0
0021800131,0
0021300730,0
0021300996,0
0021700811,0
0021800645,0
0021200624,0
0021501225,0
0021700002,0
0021500373,0
0021500686,0
0021700789,0
0021401179,0
0021200895,0
0021200656,0
0021400660,0
0021500041,0
0021400024,0
0021500438,0
0021500744,0
0021400970,0
0021400877,0
0021500020,0
0021800025,0
0021300189,0
0021300800,0
0021400613,0
0021800649,0
0021800970,0
0021700947,0
0021700607,0
0021201077,0
0021700136,0
0021801048,0
0021800896,0
0021301158,0
0021501091,0
0021700892,0
0021500585,0
0021401056,0
0021700955,0
0021800890,0
0021700450,0
0021800858,0
0021500694,0
0021400486,0
0021400608,0
0021300424,0
0021700287,0
0021400161,0
0021700056,0
0021700866,0
0021500616,0
0021400272,0
0021500442,0
0021400162,0
0021200117,0
0021200563,0
0021300384,0
0021500952,0
0021400545,0
0021500308,0
0021300353,0
0021400196,0
0021800032,0
0021700292,0
0021301012,0
0021700613,0
0021701110,0
0021500445,0
0021200288,0
0021801012,0
0021800656,0
0021300495,0
0021201081,0
0021500282,0
0021501076,0
0021301136,0
0021500645,0
0021300194,0
0021200225,0
0021300713,0
0021200770,0
0021301096,0
0021500705,0
0021801021,0
0021500596,0
0021801193,0
0021700792,0
0021301100,0
0021401071,0
0021501069,0
0021501000,0
0021501205,0
0021400354,0
0021201065,0
0021800304,0
0021300450,0
0021401187,0
0021201029,0
0021300320,0
0021800264,0
0021800910,0
0021201157,0
0021500471,0
0021800440,0
0021401032,0
0021301203,0
0021401153,0
0021200414,0
0021200782,0
0021700629,0
0021800565,0
0021300518,0
0021800524,0
0021400271,0
0021700280,0
0021800996,0
0021300745,0
0021700934,0
0021500568,0
0021300850,0
0021800263,0
0021400525,0
0021800636,0
0021800006,0
0021700564,0
0021300079,0
0021400646,0
0021400663,0
0021700995,0
0021200292,0
0021300640,0
0021701116,0
0021401224,0
0021800037,0
0021800698,0
0021200812,0
0021701207,0
0021200636,0
0021700134,0
0021300435,0
0021200536,0
0021400097,0
0021300428,0
0021200848,0
0021200115,0
0021301000,0
0021200744,0
0021700325,0
0021400455,0
0021801200,0
0021400175,0
0021500171,0
0021201223,0
0021400095,0
0021700964,0
0021800619,0
0021400763,0
0021800791,0
0021400926,0
0021800899,0
0021801098,0
0021401216,0
0021500399,0
0021400964,0
0021501061,0
0021800330,0
0021201230,0
0021500079,0
0021500135,0
0021700872,0
0021800014,0
0021700810,0
0021700122,0
0021300795,0
0021200554,0
0021500462,0
0021500120,0
0021501143,0
0021400764,0
0021700229,0
0021300722,0
0021400447,0
0021701188,0
0021800468,0
0021800115,0
0021800466,0
0021200849,0
0021300254,0
0021300369,0
0021500158,0
0021800301,0
0021700683,0
0021300269,0
0021700322,0
0021300057,0
0021700073,0
0021800768,0
0021400864,0
0021400774,0
0021300246,0
0021400768,0
0021800077,0
0021300397,0
0021400697,0
0021800560,0
0021400329,0
0021400104,0
0021400423,0
0021800936,0
0021500370,0
0021300605,0
0021300529,0
0021200418,0
0021501046,0
0021400456,0
0021400516,0
0021800481,0
0021400909,0
0021300159,0
0021200100,0
0021201209,0
0021400706,0
0021700254,0
0021700616,0
0021300196,0
0021700202,0
0021301112,0
0021301205,0
0021700614,0
0021800249,0
0021800422,0
0021200319,0
0021400441,0
0021400806,0
0021700839,0
0021300667,0
0021700649,0
0021700126,0
0021201176,0
0021700559,0
0021700728,0
0021200237,0
0021500724,0
0021501080,0
0021500838,0
0021200816,0
0021400407,0
0021800277,0
0021801176,0
0021700328,0
0021500052,0
0021500265,0
0021700483,0
0021700804,0
0021800634,0
0021401019,0
0021800792,0
0021300429,0
0021501221,0
0021501110,0
0021401168,0
0021800530,0
0021400597,0
0021400351,0
0021800542,0
0021700848,0
0021301106,0
0021500804,0
0021701167,0
0021700501,0
0021700603,0
0021401166,0
0021300734,0
0021300152,0
0021500295,0
0021401103,0
0021500208,0
0021301222,0
0021701145,0
0021800334,0
0021500162,0
0021200416,0
0021200923,0
0021300413,0
0021200089,0
0021300588,0
0021400400,0
0021301020,0
0021200407,0
0021400106,0
0021700351,0
0021300656,0
0021400321,0
0021300739,0
0021501035,0
0021200064,0
0021800072,0
0021201030,0
0021301210,0
0021701203,0
0021300592,0
0021400977,0
0021300966,0
0021800325,0
0021400723,0
0021800713,0
0021701185,0
0021200179,0
0021200070,0
0021701228,0
0021801022,0
0021700129,0
0021501175,0
0021300238,0
0021500669,0
0021400136,0
0021400673,0
0021800590,0
0021400079,0
0021200229,0
0021800188,0
0021200192,0
0021400040,0
0021300075,0
0021800429,0
0021300961,0
0021300967,0
0021300544,0
0021700755,0
0021201224,0
0021700516,0
0021500239,0
0021200733,0
0021200719,0
0021200198,0
0021800608,0
0021800830,0
0021200802,0
0021700197,0
0021200586,0
0021300778,0
0021200145,0
0021301124,0
0021500349,0
0021700428,0
0021400034,0
0021400313,0
0021800727,0
0021500787,0
0021300317,0
0021401053,0
0021300018,0
0021800760,0
0021400233,0
0021700518,0
0021200251,0
0021801140,0
0021800047,0
0021400392,0
0021501131,0
0021400221,0
0021800458,0
0021401091,0
0021200703,0
0021401185,0
0021700878,0
0021700706,0
0021200775,0
0021400342,0
0021400803,0
0021500481,0
0021400149,0
0021400624,0
0021800812,0
0021800564,0
0021400209,0
0021500706,0
0021300818,0
0021700782,0
0021201107,0
0021200582,0
0021801155,0
0021400777,0
0021501147,0
0021700654,0
0021700243,0
0021200130,0
0021700283,0
0021400174,0
0021300759,0
0021800294,0
0021300425,0
0021700875,0
0021300796,0
0021400193,0
0021201000,0
0021400854,0
0021801086,0
0021400086,0
0021700310,0
0021401082,0
0021201042,0
0021400965,0
0021800650,0
0021300729,0
0021300508,0
0021200657,0
0021500130,0
0021700279,0
0021400494,0
0021801060,0
0021401212,0
0021400308,0
0021400482,0
0021700478,0
0021800317,0
0021500251,0
0021400817,0
0021300820,0
0021800413,0
0021400282,0
0021400047,0
0021400596,0
0021701181,0
0021201037,0
0021700962,0
0021800161,0
0021400894,0
0021701042,0
0021200286,0
0021800989,0
0021700588,0
0021200019,0
0021400572,0
0021200167,0
0021800445,0
0021500673,0
0021500933,0
0021700940,0
0021500422,0
0021800091,0
0021200083,0
0021301097,0
0021800879,0
0021400769,0
0021401067,0
0021700719,0
0021400797,0
0021500122,0
0021800499,0
0021401088,0
0021500520,0
0021400863,0
0021200942,0
0021400338,0
0021400010,0
0021200082,0
0021800040,0
0021800833,0
0021400360,0
0021800415,0
0021700830,0
0021800187,0
0021401105,0
0021201172,0
0021800462,0
0021400496,0
0021800449,0
0021300987,0
0021500267,0
0021500583,0
0021800679,0
0021400579,0
0021800862,0
0021301194,0
0021201215,0
0021300568,0
0021800419,0
0021800803,0
0021200180,0
0021700754,0
0021201128,0
0021300371,0
0021700299,0
0021800023,0
0021700425,0
0021400910,0
0021300394,0
0021400625,0
0021501121,0
0021500244,0
0021500993,0
0021500622,0
0021801050,0
0021800914,0
0021700799,0
0021200737,0
0021200643,0
0021300458,0
0021400804,0
0021501119,0
0021400158,0
0021200218,0
0021200315,0
0021200661,0
0021500007,0
0021400172,0
0021401138,0
0021800847,0
0021200133,0
0021400235,0
0021700388,0
0021800160,0
0021300992,0
0021701118,0
0021201088,0
0021300549,0
0021401026,0
0021700883,0
0021200944,0
0021300103,0
0021400298,0
0021400643,0
0021400080,0
0021700181,0
0021400826,0
0021300868,0
0021801011,0
0021300580,0
0021800265,0
0021200917,0
0021200544,0
0021400799,0
0021500892,0
0021800266,0
0021200913,0
0021201060,0
0021700731,0
0021801066,0
0021400170,0
0021200509,0
0021300304,0
0021300574,0
0021200518,0
0021700188,0
0021401178,0
0021800774,0
0021201143,0
0021801074,0
0021800322,0
0021700462,0
0021500203,0
0021501105,0
0021300813,0
0021800755,0
0021801181,0
0021300860,0
0021701208,0
0021200970,0
0021500331,0
0021500712,0
0021700658,0
0021200459,0
0021200931,0
0021400491,0
0021700565,0
0021201193,0
0021500339,0
0021300757,0
0021400022,0
0021400378,0
0021700124,0
0021200499,0
0021700230,0
0021500056,0
0021400119,0
0021801068,0
0021501022,0
0021400639,0
0021500501,0
0021301088,0
0021401213,0
0021801201,0
0021400118,0
0021500687,0
0021700456,0
0021301120,0
0021700266,0
0021401158,0
0021700703,0
0021201168,0
0021200405,0
0021800320,0
0021800823,0
0021800375,0
0021500464,0
0021700412,0
0021200902,0
0021700209,0
0021500160,0
0021300205,0
0021800828,0
0021500530,0
0021700506,0
0021300173,0
0021400605,0
0021700017,0
0021400239,0
0021800189,0
0021700916,0
0021200559,0
0021700333,0
0021500031,0
0021201102,0
0021800222,0
0021200981,0
0021800671,0
0021701126,0
0021400731,0
0021801079,0
0021500628,0
0021300614,0
0021300150,0
0021700576,0
0021400344,0
0021300471,0
0021500332,0
0021500383,0
0021400879,0
0021700898,0
0021200148,0
0021501155,0
0021300733,0
0021300473,0
0021400842,0
0021301159,0
0021700441,0
0021400188,0
0021300737,0
0021500252,0
0021200993,0
0021300047,0
0021301139,0
0021800683,0
0021200347,0
0021801225,0
0021800758,0
0021200557,0
0021700368,0
0021300350,0
0021300632,0
0021800955,0
0021700173,0
0021500498,0
0021500060,0
0021400683,0
0021700684,0
0021200457,0
0021301228,0
0021800201,0
0021500452,0
0021800735,0
0021501226,0
0021800488,0
0021300686,0
0021400125,0
0021201214,0
0021300409,0
0021400176,0
0021800203,0
0021300040,0
0021301050,0
0021501169,0
0021400963,0
0021800934,0
0021200029,0
0021700698,0
0021301196,0
0021800967,0
0021700765,0
0021200417,0
0021300823,0
0021700180,0
0021300482,0
0021500121,0
0021700980,0
0021300978,0
0021200270,0
0021301061,0
0021800631,0
0021401025,0
0021400406,0
0021800316,0
0021700938,0
0021500025,0
0021400444,0
0021400467,0
0021200621,0
0021700511,0
0021200618,0
0021400870,0
0021500248,0
0021400204,0
0021500360,0
0021400564,0
0021200939,0
0021400724,0
0021300830,0
0021800003,0
0021800166,0
0021700460,0
0021400490,0
0021300695,0
0021200071,0
0021400055,0
0021200997,0
0021200494,0
0021300160,0
0021400905,0
0021500391,0
0021500218,0
0021300742,0
0021800948,0
0021300340,0
0021801192,0
0021201158,0
0021300921,0
0021800041,0
0021300232,0
0021300701,0
0021300491,0
0021800813,0
0021700965,0
0021500737,0
0021401226,0
0021700399,0
0021300665,0
0021200820,0
0021700344,0
0021201022,0
0021801198,0
0021400402,0
0021200753,0
0021700814,0
0021200294,0
0021800388,0
0021400812,0
0021800403,0
0021701183,0
0021500387,0
0021701043,0
0021700922,0
0021800288,0
0021300936,0
0021700110,0
0021300958,0
0021800022,0
0021500938,0
0021501003,0
0021801023,0
0021700278,0
0021500513,0
0021500487,0
0021300108,0
0021701137,0
0021700044,0
0021401186,0
0021200922,0
0021800182,0
0021800664,0
0021400437,0
0021300886,0
0021400218,0
0021500523,0
0021401141,0
0021700879,0
0021800526,0
0021500468,0
0021300314,0
0021800226,0
0021300132,0
0021300452,0
0021500753,0
0021500515,0
0021800200,0
0021200800,0
0021300360,0
0021800793,0
0021700790,0
0021400728,0
0021500674,0
0021500369,0
0021500516,0
0021300030,0
0021701057,0
0021300343,0
0021300917,0
0021700145,0
0021700842,0
0021501140,0
0021500944,0
0021300237,0
0021500333,0
0021500264,0
0021400286,0
0021800933,0
0021200132,0
0021201149,0
0021800069,0
0021500557,0
0021300845,0
0021400054,0
0021400014,0
0021401199,0
0021700263,0
0021501165,0
0021701162,0
0021301018,0
0021801038,0
0021500014,0
0021700236,0
0021800589,0
0021500380,0
0021700700,0
0021400566,0
0021200240,0
0021300175,0
0021200653,0
0021500214,0
0021500853,0
0021500940,0
0021500649,0
0021801043,0
0021500067,0
0021700941,0
0021500966,0
0021300020,0
0021300043,0
0021800417,0
0021500183,0
0021400454,0
0021300493,0
0021500084,0
0021401122,0
0021700237,0
0021501106,0
0021301103,0
0021400404,0
0021400671,0
0021800915,0
0021200336,0
0021300612,0
0021200254,0
0021701016,0
0021801150,0
0021501049,0
0021500756,0
0021800381,0
0021701073,0
0021800497,0
0021801065,0
0021200676,0
0021200606,0
0021400574,0
0021401190,0
0021700071,0
0021400436,0
0021401066,0
0021201140,0
0021201186,0
0021701158,0
0021700680,0
0021401132,0
0021800058,0
0021500200,0
0021800568,0
0021500609,0
0021500500,0
0021700889,0
0021800772,0
0021800214,0
0021501195,0
0021400056,0
0021300788,0
0021200824,0
0021800366,0
0021400570,0
0021500228,0
0021701036,0
0021401151,0
0021200246,0
0021800887,0
0021700761,0
0021400783,0
0021200170,0
0021400340,0
0021700250,0
0021200596,0
0021801221,0
0021500127,0
0021500076,0
0021700681,0
0021800519,0
0021700400,0
0021200054,0
0021800944,0
0021400292,0
0021701074,0
0021700113,0
0021701060,0
0021400419,0
0021200813,0
0021800351,0
0021300367,0
0021300186,0
0021400279,0
0021200531,0
0021201167,0
0021500253,0
0021500772,0
0021301212,0
0021300828,0
0021201007,0
0021700024,0
0021801069,0
0021401149,0
0021300866,0
0021300332,0
0021400192,0
0021800252,0
0021401070,0
0021700045,0
0021400305,0
0021300388,0
0021801132,0
0021301209,0
0021400767,0
0021801211,0
0021700930,0
0021501055,0
0021200415,0
0021800733,0
0021700063,0
0021500314,0
0021800258,0
0021200343,0
0021300754,0
0021301178,0
0021700244,0
0021400936,0
0021501211,0
0021301184,0
0021300753,0
0021201114,0
0021800545,0
0021800820,0
0021700454,0
0021800606,0
0021200966,0
0021401063,0
0021500780,0
0021200822,0
0021700646,0
0021800253,0
0021400987,0
0021300399,0
0021401004,0
0021301179,0
0021200033,0
0021701170,0
0021300893,0
0021700917,0
0021500006,0
0021200003,0
0021701082,0
0021200801,0
0021700769,0
0021400809,0
0021300311,0
0021700294,0
0021800083,0
0021400758,0
0021500318,0
0021201050,0
0021400028,0
0021400237,0
0021300105,0
0021200608,0
0021500241,0
0021400887,0
0021500322,0
0021200870,0
0021700152,0
0021500842,0
0021500436,0
0021500287,0
0021800225,0
0021700386,0
0021200887,0
0021200842,0
0021201045,0
0021400902,0
0021200714,0
0021700753,0
0021400048,0
0021201075,0
0021500890,0
0021800761,0
0021300873,0
